sportsett_id,summary,player_name,team,points,assists,total_rebounds,points_gt_20,is_mentioned
4926,"The Philadelphia 76ers defeated the visiting Detroit Pistons, 109 - 99, at Wells Fargo Center on Saturday. Wire-to-wire wins are rare in today's NBA but that's just what the Sixers did here. In fact, Philly led by 24 points at times, as a 22 - point halftime lead was too much for the Clippers to overcome. Three-point shooting was key to victory, with Philly hitting 9 - of - 29 of their three's while holding Detroit to just 5 - of - 30 from long range. The free - throw shooting was also critical, as the Pistons connected on just 28 - of - 41 while the Sixers hit 44 - of - 51. Defense really carried Philly too, as they forced 17 turnovers from Detroit while holding them to under 40 percent from the field. The Pistons (4 - 4) had just one starter reach double figures in scoring, as Blake Griffin continued his magical season. In fact, he finished with 38 points, 13 rebounds, six assists and two steals on 12 - of - 21 shooting. Andre Drummond totaled eight points and nine boards. Langston Galloway led the bench with 13 points. The Sixers (6 - 4) got a spectacular performance out of Joel Embiid, as he tallied 39 points, 17 rebounds and two blocks on 10 - of - 18 from the field. Ben Simmons was second among starters, collecting nine points, five rebounds, five assists and five steals. J.J. Redick led the bench with 16 points and four assists. On deck for Philly is a road matchup versus the Brooklyn Nets on Sunday. As for Detroit, they host the Miami Heat on Monday for their next outing.",Blake Griffin,Pistons,38,6,13,True,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Ben Simmons,76ers,22,13,9,True,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Joel Embiid,76ers,42,4,18,True,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",J.J. Redick,76ers,17,4,2,False,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Kemba Walker,Hornets,30,9,7,True,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Jeremy Lamb,Hornets,17,1,3,False,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Michael Kidd-Gilchrist,Hornets,12,2,12,False,True
4927,"The Philadelphia 76ers defeated the Charlotte Hornets, 133 - 132, in overtime at Wells Fargo Center on Friday evening. The 76ers (8 - 5) found themselves at the scene of the majority of their successes Friday, as they'd come into the contest with a perfect 60 record at home. After a nip - and - tuck first quarter, Philadelphia seemingly turned the game in their favor with a 32 - 17 advantage in the second period. To their credit, the Hornets (6 - 6) wouldn't go away, chipping away at their deficit until overcoming it in the fourth quarter. However after holding a five - point lead as late as the 1:18 mark of the final period, Charlotte allowed Philadelphia a 7 - 2 run at the end of regulation to force overtime. In a tightly contested extra period, a free throw apiece from Ben Simmons and Joel Embiid in the closing seconds helped create just enough cushion for the win. Kemba Walker paced the Hornets with 30 points and added nine assists, seven rebounds and one steal. Jeremy Lamb provided 17 points, three rebounds, one assist, two steals and one block. Dwayne Bacon supplied 15 points, one rebound, one assist and one steal. Willy Hernangomez delivered 14 points and four boards. Cody Zeller matched Hernangomez's scoring and rebounding totals, while Michael Kidd-Gilchrist generated a 12 - point, 12 - rebound double - double off the bench. Embiid led the Sixers with a 42 - point, 18 - rebound double - double that also included four assists and four blocks. Ben Simmons tallied a 22 - point, 13 - assist double - double that also included eight boards, three blocks and two steals. Dario Saric contributed 18 points, nine rebounds, two assists and one block. J.J. Redick finished with 17 points, four assists and two rebounds. Markelle Fultz and Robert Covington started but only had seven points each. The Hornets remain on the road and take on the Pistons on Sunday afternoon, while the 76ers pay a visit to the Memphis Grizzlies on Saturday night.",Dwayne Bacon,Hornets,15,1,1,False,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Jimmy Butler,76ers,28,7,3,True,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Ben Simmons,76ers,10,8,8,False,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",J.J. Redick,76ers,16,1,2,False,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Joel Embiid,76ers,23,2,7,True,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Amir Johnson,76ers,11,3,5,False,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Joe Ingles,Jazz,14,2,2,False,True
4928,"The Philadelphia 76ers defeated the Utah Jazz, 113 - 107, at Wells Fargo Center on Friday evening. It was a tale of two quarters in the first half for the 76ers (10 - 7), which exploded out of the gates for a 38 - point haul over the first 12 minutes. However, as prolific as Philadelphia was in the first quarter, they had as much trouble finding the net in the second. posting only 16 points. That was the extent of their scoring drought, though, as the home squad was able to outpace the Jazz (7 - 8) by a 59 - 55 margin in the second half. The game was not won without several scares in the final period, as Utah held a 107 - 105 lead as late as the 1:37 mark of the fourth quarter before the Big Three of Ben Simmons, Jimmy Butler and Joel Embiid notched the final six points to seal the win. Donovan Mitchell paced the Jazz with 31 points, a total he supplemented with two rebounds, four steals and one block. Joe Ingles provided 14 points, two rebounds, two assists, three steals and one block. Ricky Rubio and Derrick Favors generated matching 13 - point efforts. Rudy Gobert contributed a 12 - point, 10 - rebound double - double. Butler paced the Sixers with 28 points, a total he supplemented with seven assists, three rebounds and two steals. Embiid delivered 23 points, seven rebounds, two assists, three blocks and two steals. J.J. Redick poured in 16 points. Simmons pitched in a full stat line of 10 points, eight rebounds, eight assists, one steal and one block. Amir Johnson led the second unit with 11 points. The Jazz remain on the road and pay a visit to the Boston Celtics on Saturday evening. The Sixers also hit the road and tangle with the Charlotte Hornets on Saturday night as well.",Ricky Rubio,Jazz,13,4,3,False,True
4929,"The Philadelphia 76ers defeated the Phoenix Suns, 119 - 114, at Wells Fargo Center on Monday evening. The 76ers (12 - 7) likely walked into Monday's home game feeling pretty good about themselves, and more specifically, their chances of cruising through an interconference contest against the struggling Suns (3 - 13), which had failed to win a road game in six tries. Philadelphia got an early wake - up call, as Phoenix jumped out to a 36 - 26 first - quarter lead. The visitors still held an advantage at halftime, albeit by just five points. The Sixers were able to eradicate their deficit in convincing fashion in the third and entered the final 12 minutes with a 92 - 86 edge. That would prove to be enough, although the Suns got as close 117 - 114 with 6 seconds remaining after a Mikal Bridges three - pointer. Phoenix kept the pressure on their hosts with a 51 percent success rate from the field, but they were outrebounded by a 53 - 31 margin. Devin Booker paced the Suns with 37 points, a total he supplemented with eight assists and three rebounds. T.J. Warren followed with 21 points, four rebounds, four assists and one block. Deandre Ayton posted 17 points, nine rebounds, one assist and one steal. Bridges finished with 13 points, while Trevor Ariza filled out the stat sheet with 10 points, seven rebounds, five assists, three steals and one block. Richaun Holmes matched Ariza's point total while leading the bench. Joel Embiid led the 76ers with a 33 - point, 17 - rebound double - double that also included one assist, three steals and one block. Ben Simmons had a near triple - double with 19 points, 11 rebounds, nine assists and one steal. Mike Muscala matched Simmons' point total to lead the second unit. J.J. Redick poured in 17 points and added four rebounds and three assists. Jimmy Butler contributed 16 points, three rebounds, one assist and two steals. The Suns remain on the road and visit the Chicago Bulls on Wednesday'night, while the Sixers remain home and face the New Orleans Pelicans on that same evening.",Joel Embiid,76ers,33,1,17,True,True
4929,"The Philadelphia 76ers defeated the Phoenix Suns, 119 - 114, at Wells Fargo Center on Monday evening. The 76ers (12 - 7) likely walked into Monday's home game feeling pretty good about themselves, and more specifically, their chances of cruising through an interconference contest against the struggling Suns (3 - 13), which had failed to win a road game in six tries. Philadelphia got an early wake - up call, as Phoenix jumped out to a 36 - 26 first - quarter lead. The visitors still held an advantage at halftime, albeit by just five points. The Sixers were able to eradicate their deficit in convincing fashion in the third and entered the final 12 minutes with a 92 - 86 edge. That would prove to be enough, although the Suns got as close 117 - 114 with 6 seconds remaining after a Mikal Bridges three - pointer. Phoenix kept the pressure on their hosts with a 51 percent success rate from the field, but they were outrebounded by a 53 - 31 margin. Devin Booker paced the Suns with 37 points, a total he supplemented with eight assists and three rebounds. T.J. Warren followed with 21 points, four rebounds, four assists and one block. Deandre Ayton posted 17 points, nine rebounds, one assist and one steal. Bridges finished with 13 points, while Trevor Ariza filled out the stat sheet with 10 points, seven rebounds, five assists, three steals and one block. Richaun Holmes matched Ariza's point total while leading the bench. Joel Embiid led the 76ers with a 33 - point, 17 - rebound double - double that also included one assist, three steals and one block. Ben Simmons had a near triple - double with 19 points, 11 rebounds, nine assists and one steal. Mike Muscala matched Simmons' point total to lead the second unit. J.J. Redick poured in 17 points and added four rebounds and three assists. Jimmy Butler contributed 16 points, three rebounds, one assist and two steals. The Suns remain on the road and visit the Chicago Bulls on Wednesday'night, while the Sixers remain home and face the New Orleans Pelicans on that same evening.",Ben Simmons,76ers,19,9,11,False,True
4929,"The Philadelphia 76ers defeated the Phoenix Suns, 119 - 114, at Wells Fargo Center on Monday evening. The 76ers (12 - 7) likely walked into Monday's home game feeling pretty good about themselves, and more specifically, their chances of cruising through an interconference contest against the struggling Suns (3 - 13), which had failed to win a road game in six tries. Philadelphia got an early wake - up call, as Phoenix jumped out to a 36 - 26 first - quarter lead. The visitors still held an advantage at halftime, albeit by just five points. The Sixers were able to eradicate their deficit in convincing fashion in the third and entered the final 12 minutes with a 92 - 86 edge. That would prove to be enough, although the Suns got as close 117 - 114 with 6 seconds remaining after a Mikal Bridges three - pointer. Phoenix kept the pressure on their hosts with a 51 percent success rate from the field, but they were outrebounded by a 53 - 31 margin. Devin Booker paced the Suns with 37 points, a total he supplemented with eight assists and three rebounds. T.J. Warren followed with 21 points, four rebounds, four assists and one block. Deandre Ayton posted 17 points, nine rebounds, one assist and one steal. Bridges finished with 13 points, while Trevor Ariza filled out the stat sheet with 10 points, seven rebounds, five assists, three steals and one block. Richaun Holmes matched Ariza's point total while leading the bench. Joel Embiid led the 76ers with a 33 - point, 17 - rebound double - double that also included one assist, three steals and one block. Ben Simmons had a near triple - double with 19 points, 11 rebounds, nine assists and one steal. Mike Muscala matched Simmons' point total to lead the second unit. J.J. Redick poured in 17 points and added four rebounds and three assists. Jimmy Butler contributed 16 points, three rebounds, one assist and two steals. The Suns remain on the road and visit the Chicago Bulls on Wednesday'night, while the Sixers remain home and face the New Orleans Pelicans on that same evening.",Jimmy Butler,76ers,16,1,3,False,True
4929,"The Philadelphia 76ers defeated the Phoenix Suns, 119 - 114, at Wells Fargo Center on Monday evening. The 76ers (12 - 7) likely walked into Monday's home game feeling pretty good about themselves, and more specifically, their chances of cruising through an interconference contest against the struggling Suns (3 - 13), which had failed to win a road game in six tries. Philadelphia got an early wake - up call, as Phoenix jumped out to a 36 - 26 first - quarter lead. The visitors still held an advantage at halftime, albeit by just five points. The Sixers were able to eradicate their deficit in convincing fashion in the third and entered the final 12 minutes with a 92 - 86 edge. That would prove to be enough, although the Suns got as close 117 - 114 with 6 seconds remaining after a Mikal Bridges three - pointer. Phoenix kept the pressure on their hosts with a 51 percent success rate from the field, but they were outrebounded by a 53 - 31 margin. Devin Booker paced the Suns with 37 points, a total he supplemented with eight assists and three rebounds. T.J. Warren followed with 21 points, four rebounds, four assists and one block. Deandre Ayton posted 17 points, nine rebounds, one assist and one steal. Bridges finished with 13 points, while Trevor Ariza filled out the stat sheet with 10 points, seven rebounds, five assists, three steals and one block. Richaun Holmes matched Ariza's point total while leading the bench. Joel Embiid led the 76ers with a 33 - point, 17 - rebound double - double that also included one assist, three steals and one block. Ben Simmons had a near triple - double with 19 points, 11 rebounds, nine assists and one steal. Mike Muscala matched Simmons' point total to lead the second unit. J.J. Redick poured in 17 points and added four rebounds and three assists. Jimmy Butler contributed 16 points, three rebounds, one assist and two steals. The Suns remain on the road and visit the Chicago Bulls on Wednesday'night, while the Sixers remain home and face the New Orleans Pelicans on that same evening.",J.J. Redick,76ers,17,3,4,False,True
